A3DYIGOLWS5CNS  |  Niel Rishoi  |  Livonia, MI USA  |  _  |  86%  |  (2,896 of 3,373)  |  
A1BBT9XLKQDV81  |  N8  |  Colorado  |  Reviewer ranking: #7,218,933  |  52%  |  (715 of 1,375)  |  
A2QMNA0ZT6XMRR  |  Peter Padro  |  Denver, CO USA  |  _  |  86%  |  (172 of 200)  |  
A2NRE18UC38QLG  |  Bernardo I. Perez  |  MIAMI FL  |  Reviewer ranking: #26,953,675  |  100%  |  (1 of 1)  |  
A16C9B7P8987ZP  |  Marcelo  |  Buenos Aires, Argentina  |  Reviewer ranking: #4,445,628  |  78%  |  (21 of 27)  |  
A3LH722NB7JTW1  |  Chelsea  |  _  |  Reviewer ranking: #5,213,968  |  62%  |  (8 of 13)  |  
A2M9LFV98FPEAD  |  Richard E. Jensen  |  Buzzards Bay, MA, US  |  Reviewer ranking: #10,258,762  |  75%  |  (3 of 4)  |  
A1KY9JMHEWECY3  |  Suggies  |  _  |  Reviewer ranking: #7,535,420  |  75%  |  (3 of 4)  |  
A3TRXPRUYVOLSM  |  Little Roy Blue  |  _  |  _  |  77%  |  (653 of 845)  |  
AI1DO0K8YQ6N0  |  McCarthy's  |  _  |  Reviewer ranking: #10,241,887  |  57%  |  (4 of 7)  |  
AQT96Q5E47BUU  |  Wosuna  |  Castro Valley CA  |  Reviewer ranking: #24,004,887  |  84%  |  (117 of 140)  |  
A2WLT2JC9DALRK  |  N. Geter  |  _  |  Reviewer ranking: #309,673  |  66%  |  (45 of 68)  |  
ATU6AN7OFVO0M  |  Wolf  |  Usa  |  Reviewer ranking: #14,123,026  |  53%  |  (496 of 933)  |  
A6LJ7UFH6PPRX  |  DesBra  |  _  |  Reviewer ranking: #23,952,664  |  0%  |  (0 of 2)  |  
A3PP64HMEYIGF0  |  CastleD  |  United States  |  Reviewer ranking: #193,376  |  71%  |  (462 of 651)  |  
A1Z2HOY56LNIQA  |  Ronald Brezenski  |  Neligh, NE United States  |  Reviewer ranking: #100,365  |  63%  |  (124 of 197)  |  
A1GPSYLKKZQ9O2  |  L.L.H.  |  Bellmawr, NJ  |  Reviewer ranking: #7,789,178  |  94%  |  (176 of 188)  |  
A2Y5BI2UK9VZEC  |  gwen  |  _  |  Reviewer ranking: #2,559,076  |  100%  |  (8 of 8)  |  
A3W2TDABP82UYP  |  Kirsten L.  |  Los Angeles, CA  |  _  |  _  |  _  |  
AT58MNLVL9BGC  |  Bob C.  |  Los Angeles, CA  |  Reviewer ranking: #29,008,135  |  75%  |  (3 of 4)  |  
A280L49HBIAWOB  |  Dennis M. Davis  |  Marlboro, New York  |  Reviewer ranking: #26,765,885  |  _  |  _  |  
AWW3DW3U1IDE6  |  g-dog  |  Webster, TX United States  |  Reviewer ranking: #7,111,941  |  64%  |  (7 of 11)  |  
ATPOD87Y2WKZ4  |  Mario A. Lopez  |  Columbus. OH, USA  |  Reviewer ranking: #22,979,675  |  88%  |  (22 of 25)  |  
A3L5K4BFKPTZ6F  |  Jonathan Lee  |  San Diego, CA United States  |  Reviewer ranking: #25,646,008  |  17%  |  (11 of 65)  |  
ACX2TIUJBMDVO  |  Film Fan Jack  |  Washington, DC  |  Reviewer ranking: #27,256,721  |  50%  |  (5 of 10)  |  
A1P1K3J2YTRS1I  |  brightonjohn  |  boston, ma  |  Reviewer ranking: #24,441,969  |  _  |  _  |  
A3S1N6O1HAURLJ  |  Elena  |  USA  |  Reviewer ranking: #26,176,726  |  86%  |  (128 of 148)  |  
A2Q9KSU3SEYVMT  |  Fluffy Sausage  |  Tampa  |  Reviewer ranking: #29,962,559  |  52%  |  (466 of 897)  |  
A34GSN4VRDFU55  |  N. Thomas  |  Illinois  |  Reviewer ranking: #336,347  |  65%  |  (95 of 147)  |  
A3455289H6YBNG  |  L. Smith  |  WA  |  Reviewer ranking: #23,753,314  |  83%  |  (15 of 18)  |  
A19IT5EUTAAC6X  |  CHANTELf@n16  |  California  |  Reviewer ranking: #27,055,154  |  55%  |  (75 of 137)  |  
A1VNBODKWM31GK  |  Sicoe Vlad  |  Timisoara, Romania  |  Reviewer ranking: #26,219,901  |  59%  |  (29 of 49)  |  
A35O82P6P4LU0G  |  Amazon Customer  |  _  |  Reviewer ranking: #29,873,358  |  31%  |  (8 of 26)  |  
A3FY3O0ZH1FWL  |  M. L. Bowden  |  _  |  Reviewer ranking: #6,264,983  |  39%  |  (13 of 33)  |  
A2V7WR816LEVPJ  |  J. Montes  |  COLOMBIA  |  Reviewer ranking: #25,857,219  |  0%  |  (0 of 2)  |  
A11GWO7E26FDJ1  |  Cosars  |  Mexico  |  Reviewer ranking: #27,744,832  |  _  |  _  |  
ARL6PHFNGAUVQ  |  Amazon Customer  |  Overland Park, KS USA  |  Reviewer ranking: #4,335,431  |  62%  |  (8 of 13)  |  
A19BGL8V4CCC45  |  Henri Hein  |  Boulder Creek, CA USA  |  Reviewer ranking: #8,257,584  |  56%  |  (10 of 18)  |  
A2MRNSLK9W29O1  |  Novell A. Deloatch  |  _  |  Reviewer ranking: #29,799,782  |  33%  |  (29 of 87)  |  
A48KZT24GI421  |  Jeannie  |  _  |  Reviewer ranking: #23,143,416  |  _  |  _  |  
A1IBE43E4RLWKM  |  Matthew B  |  England.  |  Reviewer ranking: #27,686,560  |  100%  |  (2 of 2)  |  
A1IPPKBB0W1EMN  |  Hypnoticfreak  |  _  |  Reviewer ranking: #3,883,791  |  50%  |  (2 of 4)  |  
AWDY0SEF41N77  |  adam  |  _  |  Reviewer ranking: #23,916,257  |  _  |  _  |  
A2RF3ZTMPT5HJH  |  washu8  |  Buena Park, CA United States  |  Reviewer ranking: #28,254,636  |  40%  |  (4 of 10)  |  
A385STDS7VYKPH  |  EKG Literary Magazine  |  www.ekgliterarymag.com  |  Reviewer ranking: #1,278,328  |  81%  |  (167 of 205)  |  
ANVIBKOVKJFHP  |  debbie  |  Va.  |  Reviewer ranking: #7,105,660  |  50%  |  (1 of 2)  |  
A1MOXRXZV2GJIG  |  M. G. Middleditch  |  New Zealand  |  Reviewer ranking: #600,788  |  91%  |  (72 of 79)  |  
A25SZ0UFP66NMM  |  akruger  |  _  |  Reviewer ranking: #14,897,597  |  _  |  _  |  
A9XE5OK3V60S6  |  K. Li  |  Orem, UT United States  |  Reviewer ranking: #21,513,078  |  80%  |  (4 of 5)  |  
A1S341HI8RZKAB  |  R. S. Rosen  |  Where in the world am I?  I've been asking myself that for years  |  Reviewer ranking: #23,380,764  |  53%  |  (37 of 70)  |  
A5BD4JDXJ2MTE  |  C. Cook  |  Florida  |  Reviewer ranking: #27,037,598  |  63%  |  (64 of 101)  |  
A3GKU0NILLHDWQ  |  A. Hickman  |  Dubai, UAE  |  Reviewer ranking: #128,941  |  88%  |  (1,610 of 1,832)  |  
A2W8X4BZ9TRNJN  |  Kiki Bewley  |  _  |  Reviewer ranking: #24,284,117  |  33%  |  (1 of 3)  |  
AIYYKHP5N3YLO  |  Daryl Frasch  |  Hooksett, NH USA  |  Reviewer ranking: #3,579,747  |  76%  |  (238 of 314)  |  
A1NSX186I4GQLX  |  Sicé  |  _  |  Reviewer ranking: #29,799,176  |  36%  |  (29 of 81)  |  
A1GWMJBXIW5XKU  |  Scott R. Settlemire  |  Fleming, OH  United States  |  Reviewer ranking: #2,057,419  |  88%  |  (22 of 25)  |  
A1MEVYHLJLLR7A  |  Terry Farrell  |  Concord, North Carolina, United States  |  Reviewer ranking: #25,812,624  |  78%  |  (35 of 45)  |  
A5RF4VO6XDGSB  |  CALLAHAN  |  San Francisco, CA  |  Reviewer ranking: #2,081,460  |  70%  |  (388 of 554)  |  
A3GBR78KC6KOT7  |  Tony Peckman  |  Denver, CO  |  Reviewer ranking: #28,509,150  |  50%  |  (2 of 4)  |  
A3L7FFCLCZQT4W  |  Yup Awesome!  |  _  |  Reviewer ranking: #27,344,750  |  100%  |  (4 of 4)  |  
A2MUD2VY9HWFXQ  |  Boggman!  |  Laguna Hills, CA  |  Reviewer ranking: #3,601,506  |  75%  |  (1,050 of 1,402)  |  
A22K3XWBUET67S  |  HistoryLover  |  United States  |  Reviewer ranking: #22,425,495  |  58%  |  (19 of 33)  |  
A1QLM6LHFJYFTI  |  Sven Erik Moen  |  Stjørdal, Norway  |  Reviewer ranking: #14,151,781  |  100%  |  (1 of 1)  |  
A10LHKJIAASAVF  |  Kermit the Frank  |  Ohio, USA  |  Reviewer ranking: #10,923,620  |  86%  |  (36 of 42)  |  
A1DEGCJX4536UO  |  C. Dumas  |  Massachusetts  |  Reviewer ranking: #2,097,120  |  69%  |  (24 of 35)  |  
ABHE99DD1P7X  |  C. O. Hartman  |  Incommunicado Cay  |  Reviewer ranking: #22,109,002  |  100%  |  (1 of 1)  |  
A22GOZTFA02O2F  |  sb21  |  usa  |  _  |  94%  |  (131 of 140)  |  
A1XNZ8J92PLMBO  |  Bob Quasit  |  Woonsocket, RI USA  |  Reviewer ranking: #24,159,736  |  92%  |  (103 of 112)  |  
A2OOUKC0SVEPYY  |  Napualani Ahina  |  Honolulu, HI USA  |  Reviewer ranking: #24,011,819  |  84%  |  (144 of 171)  |  
A28XH85USGZVP6  |  Velvisimo  |  _  |  Reviewer ranking: #29,346,023  |  15%  |  (6 of 41)  |  
A21P61UOS23GMX  |  J. Holden  |  TN USA  |  Reviewer ranking: #5,924,849  |  60%  |  (3 of 5)  |  
A9K1XPM8F9509  |  Nicoletta Carlone  |  Los Angeles  |  Reviewer ranking: #1,235,857  |  83%  |  (520 of 629)  |  
A34HYQ9BQZPE78  |  William Dorfer  |  _  |  Reviewer ranking: #134,401  |  88%  |  (497 of 562)  |  
A3PKGKVM4HPXW9  |  Suzanne Sanchez  |  Miami,Fl  |  Reviewer ranking: #26,286,764  |  _  |  _  |  
ARO3BFF0RQ9K5  |  DAN  |  _  |  Reviewer ranking: #196,157  |  61%  |  (296 of 486)  |  
A3V1A3C9DTLPME  |  Peter  |  Chef in Bountiful  |  _  |  87%  |  (2,414 of 2,778)  |  
A2GWEIZLH6MH35  |  A. Salas  |  Brooklyn, New York United States  |  Reviewer ranking: #191,272  |  72%  |  (335 of 465)  |  
A3T15HW94CUG4E  |  K. Handley  |  Tucson, AZ  USA  |  Reviewer ranking: #16,476,706  |  100%  |  (1 of 1)  |  
A113ZY9KU8TONV  |  runningmom3  |  _  |  Reviewer ranking: #26,519,747  |  _  |  _  |  
A6IG44P2PI2TD  |  deftonakid  |  uk  |  Reviewer ranking: #28,155,157  |  100%  |  (2 of 2)  |  
A1TXO96O1A8BWB  |  George R  |  _  |  Reviewer ranking: #22,917,393  |  95%  |  (19 of 20)  |  
A3EYTFAVF4OPPI  |  Josephine C. Murphy  |  CHICAGO ILLINOIS USA  |  Reviewer ranking: #27,111,531  |  32%  |  (7 of 22)  |  
A3RBSTMIP6T526  |  Christopher Reeves  |  Seattle  |  Reviewer ranking: #28,716,346  |  40%  |  (2 of 5)  |  
A18G4NS1MD2U4L  |  Lyanthya  |  Harrisburg, PA United States  |  Reviewer ranking: #27,451,458  |  75%  |  (52 of 69)  |  
A1NADKSHMF3S6K  |  a viewer  |  USA  |  _  |  93%  |  (827 of 888)  |  
A3GRRDOYGIEZ45  |  Tom Trails  |  United States  |  _  |  85%  |  (1,397 of 1,638)  |  
A18QAYXSMIOZOC  |  W. Young  |  SPOKANE, WA, US  |  Reviewer ranking: #29,583,435  |  0%  |  (0 of 5)  |  
AD0J5KK4WQXNS  |  OverTheMoon  |  overthemoonreview@hotmail.com  |  _  |  77%  |  (8,283 of 10,798)  |  
A24MSTNGCX1I38  |  Daniel  |  Memphis, TN USA  |  Reviewer ranking: #26,214,607  |  67%  |  (2 of 3)  |  
A1TDB4WCNLVPMG  |  G. Tempany  |  Brisbane Australia  |  Reviewer ranking: #3,999,982  |  59%  |  (242 of 412)  |  
AQFORCKKB6F8I  |  Rough Customer  |  unicorn land  |  _  |  77%  |  (1,675 of 2,171)  |  
A1V1L0YTQ3MSXI  |  Felix A. de la Torre, Jr.  |  Brentwood, TN United States  |  Reviewer ranking: #27,871,555  |  89%  |  (42 of 47)  |  
A2F2BFY6FBM9IL  |  Jon Rollins  |  Dalton, GA USA  |  Reviewer ranking: #1,671,450  |  64%  |  (7 of 11)  |  
A12I47F8942U6Q  |  Lisa J. Steele  |  Bolton, MA USA  |  Reviewer ranking: #472,509  |  85%  |  (461 of 540)  |  
ASE8JRSDAUH1U  |  Gordon Andrade  |  Springfield Gardens, NY United States  |  Reviewer ranking: #29,403,720  |  7%  |  (2 of 29)  |  
A3NA3M6ZNS6LLZ  |  BookWorm620  |  Phoenix, AZ, United States  |  _  |  90%  |  (220 of 244)  |  
A245HJ999FOPRI  |  Tchik182  |  Gainesville, FL  |  Reviewer ranking: #1,788,492  |  95%  |  (150 of 158)  |  
A1FBCBZU54VGHM  |  Philip W. Atkinson  |  Denver, Colorado  |  Reviewer ranking: #3,051,294  |  79%  |  (147 of 185)  |  
AVDB1VHW0NXGA  |  Emma Laurain  |  _  |  Reviewer ranking: #19,061,042  |  35%  |  (6 of 17)  |  
A2OLVB3VHJ1VCH  |  Nick Cymbol  |  Cockeysville, MD USA  |  Reviewer ranking: #28,297,190  |  71%  |  (5 of 7)  |  
A3LNLD54R6C1VO  |  W. L. French  |  Idaho  |  Reviewer ranking: #24,840,369  |  60%  |  (3 of 5)  |  
AGXH8DR5LB2JK  |  Kenneth B. Strumpf  |  Manlius, NY USA  |  Reviewer ranking: #362,089  |  86%  |  (257 of 300)  |  
A30JMK9HQPQAYK  |  Mr. D. R. Ashton  |  _  |  Reviewer ranking: #23,327,048  |  57%  |  (96 of 167)  |  
A1OUZE8W60KW22  |  gmancarbon1  |  _  |  Reviewer ranking: #4,284,803  |  50%  |  (5 of 10)  |  
A3CDTIWRM9P5ZA  |  Xtrm09  |  _  |  Reviewer ranking: #4,779,590  |  77%  |  (10 of 13)  |  
A1W5GG6K8WEDY1  |  Frances Maddox  |  NEW CANEY,TX  |  Reviewer ranking: #30,255,941  |  25%  |  (13 of 51)  |  
A3OSYRLBAP7BWX  |  Stephen Olinsky  |  Val Therese, Ontario, Canada  |  Reviewer ranking: #26,433,077  |  78%  |  (425 of 545)  |  
A2SGNPIBQAL6V0  |  Susan  |  _  |  Reviewer ranking: #20,142,706  |  29%  |  (2 of 7)  |  
A1CH1UP6JFR247  |  Joe Libby  |  _  |  Reviewer ranking: #26,179,502  |  91%  |  (321 of 352)  |  
A1METUDEONNCZA  |  L. Lash  |  _  |  Reviewer ranking: #27,433,824  |  33%  |  (1 of 3)  |  
A1I5CATDG6B7T0  |  rose  |  Texas  |  _  |  84%  |  (762 of 905)  |  
A3OSPWWIZ0LXQC  |  Kathleen  |  Indiana  |  Reviewer ranking: #28,090,326  |  70%  |  (7 of 10)  |  
A2OFSILXANL3P3  |  V. Jankovic  |  NS, Serbia  |  Reviewer ranking: #24,964,822  |  65%  |  (65 of 100)  |  
A1HPS5BQBB7INL  |  Todd Coon  |  Florida  |  Reviewer ranking: #160,110  |  84%  |  (237 of 282)  |  
A16065O1VTJLWF  |  Luis M. Luque  |  Crofton, Maryland, USA  |  Reviewer ranking: #25,424,151  |  69%  |  (117 of 169)  |  
A639Z6ZCXBME7  |  Robbie Brown  |  C. Missouri  |  Reviewer ranking: #27,174,265  |  0%  |  (0 of 2)  |  
AC1M6DQ9553OC  |  Patty Bradberry  |  _  |  Reviewer ranking: #29,732,912  |  53%  |  (18 of 34)  |  
A13M0NY869UTC6  |  H. Mahmood  |  _  |  Reviewer ranking: #1,876,168  |  76%  |  (54 of 71)  |  
A30MYYG0S5M8YK  |  N. Soichet  |  LA,  CA  |  Reviewer ranking: #27,371,534  |  67%  |  (6 of 9)  |  
A2X4VDG7IKTLGY  |  Splinter6  |  _  |  Reviewer ranking: #25,104,371  |  100%  |  (2 of 2)  |  
A3FNTIBMJEN2W2  |  Kansasgal  |  Kansas City, KS, USA  |  Reviewer ranking: #6,751,139  |  92%  |  (12 of 13)  |  
A3FDDLX7SKF7PM  |  Felipito  |  New Jersey  |  Reviewer ranking: #29,438,549  |  40%  |  (37 of 93)  |  
AHLQ91UC32J2F  |  Shelby K. Smith  |  _  |  Reviewer ranking: #5,363,945  |  100%  |  (2 of 2)  |  
A1BTCLS849N9OQ  |  Vanguard Brett Adams  |  Hell Frozen Over, PA  |  Reviewer ranking: #29,085,825  |  44%  |  (24 of 54)  |  
A345M9BA2HF1UN  |  Daniel  |  _  |  Reviewer ranking: #18,395,882  |  48%  |  (20 of 42)  |  
A3JK3I0LHDQHE8  |  Ashley M.  |  _  |  Reviewer ranking: #24,698,565  |  100%  |  (5 of 5)  |  
A15PZPNLC1INR9  |  David  |  BROOKLYN, NEW YORK, United States  |  Reviewer ranking: #5,421,968  |  87%  |  (78 of 90)  |  
AT7W1EXT0PF2Y  |  The Patriarch  |  _  |  Reviewer ranking: #30,227,038  |  42%  |  (943 of 2,254)  |  
A2Q30MYU3YANOZ  |  Kieran Righetti  |  _  |  Reviewer ranking: #19,027,412  |  75%  |  (3 of 4)  |  
A367MV95DB06X9  |  Ian Mccausland  |  Winnipeg, Manitoba Canada  |  Reviewer ranking: #21,138,163  |  68%  |  (175 of 257)  |  
AC4S7ZK45T4YI  |  M. Morgan  |  SF CA  |  Reviewer ranking: #4,408,518  |  67%  |  (2 of 3)  |  
A1YFKAYR825YAC  |  Doris Oswald  |  Wescosville, PA United States  |  Reviewer ranking: #5,645,989  |  50%  |  (2 of 4)  |  
A3PN0J08MJ8SHC  |  Shell6a  |  _  |  _  |  77%  |  (369 of 480)  |  
A95Z1PU88SCX6  |  George Carabetsos  |  Chicago Ridge, IL USA  |  Reviewer ranking: #30,186,045  |  52%  |  (237 of 452)  |  
A35ABJ9NHMG8KV  |  J. Vinocur  |  Dallas, TX usa  |  Reviewer ranking: #27,814,561  |  23%  |  (3 of 13)  |  
A1K19N8UAGE1MJ  |  Juan Falcone  |  Rockland County, New York  |  Reviewer ranking: #128,955  |  79%  |  (356 of 453)  |  
A1BTXVZBWLDC90  |  J M Hope  |  _  |  Reviewer ranking: #7,419,796  |  0%  |  (0 of 3)  |  
A2PAX4I7QFIF53  |  L. Morini  |  Winston-Salem, NC  |  Reviewer ranking: #11,032,120  |  73%  |  (40 of 55)  |  
A2597V7BMZC9FL  |  JVA  |  Arlington Heights, IL  |  Reviewer ranking: #27,103,122  |  0%  |  (0 of 2)  |  
A3J4WTBHV9LMX1  |  Upplander  |  NV USA  |  _  |  68%  |  (106 of 155)  |  
A1JR2MV0G2BYXO  |  R. Scott  |  Tennessee  |  Reviewer ranking: #26,159,510  |  8%  |  (1 of 13)  |  
A2CTVFMTJUZNMB  |  alexacm  |  Oklahoma City, OK United States  |  Reviewer ranking: #28,130,341  |  100%  |  (3 of 3)  |  
A1FTOX0CKR4DW7  |  Bruno S.  |  Bronx, New York USA  |  Reviewer ranking: #25,944,234  |  61%  |  (228 of 372)  |  
AJK74PSDE4KXN  |  Jane Austen Fan  |  _  |  Reviewer ranking: #4,901,080  |  64%  |  (9 of 14)  |  
A11H0DJZ82MSS1  |  216Bruce  |  Lakewood, Ohio United States  |  Reviewer ranking: #796,250  |  79%  |  (96 of 121)  |  
ADC34RKE05ZOJ  |  Christopher Heimarck  |  Moorhead, MN United States  |  Reviewer ranking: #24,661,650  |  69%  |  (25 of 36)  |  
A1NE7YODLGOD7V  |  J. Bengel  |  Raleigh, NC  |  Reviewer ranking: #13,398,163  |  91%  |  (58 of 64)  |  
A3S8AD7687PJG1  |  Amazon Customer  |  _  |  Reviewer ranking: #7,934,798  |  100%  |  (1 of 1)  |  
A8VT3TG1860K  |  Mr. Adkins  |  _  |  Reviewer ranking: #22,020,261  |  100%  |  (1 of 1)  |  
AESHKKWSPB4O  |  Sebastian de goey  |  sittard,holland  |  Reviewer ranking: #28,867,493  |  21%  |  (3 of 14)  |  
ARYZAWPOLBMDO  |  Genie Spencer  |  Dover, DE  |  Reviewer ranking: #29,170,312  |  67%  |  (4 of 6)  |  
A20REUGMOI7FCC  |  Dia Gyrl  |  Verona, WI USA  |  Reviewer ranking: #6,024,519  |  63%  |  (12 of 19)  |  
A1LJDM310QCRTT  |  Kevin  |  Sacramento, CA  |  Reviewer ranking: #2,817,843  |  67%  |  (2 of 3)  |  
A1U1YFCN1TQVYP  |  Toby T  |  San Francisco, CA  |  Reviewer ranking: #2,300,631  |  90%  |  (9 of 10)  |  
A2X7E3KFQIR1IH  |  M. Yakas  |  _  |  Reviewer ranking: #1,168,746  |  78%  |  (25 of 32)  |  
A8AP59QOOKL1P  |  Mr_Joe  |  Brooklyn, New York USA  |  Reviewer ranking: #23,732,566  |  73%  |  (293 of 399)  |  
A3460ZAW11CMH7  |  Amanda Woods  |  Colorado  |  Reviewer ranking: #9,186,038  |  56%  |  (5 of 9)  |  
AESFZXI4YQ5LF  |  Minerva A. Claus  |  _  |  Reviewer ranking: #29,653,396  |  9%  |  (2 of 22)  |  
ADG7N33NISMFZ  |  F. J. Todd  |  Las Vegas, NV  |  Reviewer ranking: #9,342,585  |  60%  |  (3 of 5)  |  
A1BRUZJXGDDKSR  |  Julius the Greek  |  Long Beach, CA United States  |  Reviewer ranking: #2,820,396  |  89%  |  (175 of 196)  |  
A1PKA4169DJ5OS  |  dylan  |  va  |  Reviewer ranking: #28,013,378  |  71%  |  (15 of 21)  |  
A3E0IFPCA7KKP9  |  Christopher J. Martin  |  Alexandria, VA  |  _  |  74%  |  (1,051 of 1,414)  |  
ATDHOEGT7M1PS  |  D. Pruitt  |  Huntsville, Alabama  |  Reviewer ranking: #180,971  |  80%  |  (61 of 76)  |  
AVGG54V8MW5P5  |  Serge  |  _  |  Reviewer ranking: #21,705,613  |  46%  |  (11 of 24)  |  
AOI0WET7H6ODM  |  J.W. Helmet  |  _  |  Reviewer ranking: #25,694,794  |  50%  |  (5 of 10)  |  
AEVNUEDRGTC4P  |  Charles J. Rector  |  Woodstock, IL United States  |  Reviewer ranking: #29,971,057  |  60%  |  (2,523 of 4,231)  |  
A16CD9D2HQQ29U  |  Sumella  |  _  |  Reviewer ranking: #2,443,001  |  86%  |  (73 of 85)  |  
A2RPDLAPMS7XH7  |  R. Zentmyer  |  St. George, Ut USA  |  Reviewer ranking: #679,929  |  68%  |  (50 of 74)  |  
A29FTHD1IPFO6A  |  Luis Torregrosa  |  _  |  _  |  79%  |  (240 of 305)  |  
A1D8FXMKOLTL7A  |  Lalalalaura  |  Washington, DC United States  |  Reviewer ranking: #1,407,342  |  82%  |  (474 of 577)  |  
A37N14SYXD9I1W  |  N. Lim  |  Santa Clara, CA USA  |  Reviewer ranking: #544,406  |  96%  |  (883 of 921)  |  
A34KFDQ5KBHZA5  |  steven conklin  |  spring hill, fl United States  |  Reviewer ranking: #27,106,150  |  97%  |  (33 of 34)  |  
A1DVRRW0YGUTKN  |  Mr. Vu Tri Doan  |  Paris, France  |  Reviewer ranking: #25,751,601  |  57%  |  (29 of 51)  |  
A1CAV814238YYJ  |  J. Farkas  |  United States  |  Reviewer ranking: #29,520,228  |  34%  |  (12 of 35)  |  
AQIB01BRWU3P9  |  B Bannister  |  Btown  |  Reviewer ranking: #1,070,470  |  79%  |  (60 of 76)  |  
AUO7BOCN428NS  |  Donald Schaeffer  |  _  |  Reviewer ranking: #26,235,884  |  50%  |  (1 of 2)  |  
A1EM0LBNBVUQ4U  |  Rocky Sullivan  |  Bayonne, NJ United States  |  Reviewer ranking: #933,001  |  29%  |  (33 of 114)  |  
ATOSQVSOA3D8Q  |  Kathryn Pointon  |  Staffordshire(England)  |  Reviewer ranking: #29,636,089  |  28%  |  (188 of 683)  |  
A2IYK968AVECU  |  Domingos R. Silva  |  Rhode island  |  Reviewer ranking: #25,135,345  |  27%  |  (3 of 11)  |  
A1VOX8HO29UDE8  |  ClockworkGypsy  |  global citizen  |  Reviewer ranking: #29,854,152  |  62%  |  (100 of 161)  |  
AIS4MLOVBZRE6  |  Dani Vasquez  |  L.A., Ca.  |  Reviewer ranking: #5,517,884  |  60%  |  (3 of 5)  |  
AZ8RFXA0ETYW9  |  Olivia  |  _  |  Reviewer ranking: #22,865,963  |  _  |  _  |  
A595T15OO91DC  |  A. Ort  |  Youngstown, Ohio  |  _  |  92%  |  (6,107 of 6,648)  |  
A1XGO00DLQLZOM  |  carrie  |  _  |  Reviewer ranking: #16,798,810  |  63%  |  (5 of 8)  |  
A2CG40NHHY4RB5  |  Tee Duffer  |  Edmonton, Canada  |  Reviewer ranking: #26,661,527  |  88%  |  (7 of 8)  |  
APH1PXLT1I7QW  |  monk  |  _  |  Reviewer ranking: #5,050,594  |  78%  |  (14 of 18)  |  
A3TETPLQ10E0Y9  |  jon sieruga  |  Redlands, CA USA  |  Reviewer ranking: #410,401  |  80%  |  (1,604 of 2,000)  |  
A1CMC4F7KW4CIR  |  Ashley A. Martin  |  90806  |  Reviewer ranking: #3,620,741  |  71%  |  (5 of 7)  |  
AC679FGCG8HJI  |  Rusty Rothwell  |  _  |  Reviewer ranking: #1,665,535  |  91%  |  (114 of 125)  |  
A2786XN4M17F1T  |  James Wilkerson  |  _  |  Reviewer ranking: #5,495,133  |  60%  |  (18 of 30)  |  
A1D0TLM73CODR4  |  Martha L. Mullins  |  Selma, Alabama USA  |  Reviewer ranking: #25,671,896  |  65%  |  (13 of 20)  |  
A3SC1M509MIWW3  |  S. Ruff  |  Appalachian Mountains/Northwest FL  |  Reviewer ranking: #806,913  |  84%  |  (95 of 113)  |  
A3R75ZGPSEYYAX  |  R. Kahn  |  Texas  |  Reviewer ranking: #5,290,693  |  48%  |  (34 of 71)  |  
A17K7LGWGJOPS9  |  Allan J. Krueger  |  Grosse Pointe Woods, MI United States  |  Reviewer ranking: #1,335,233  |  69%  |  (92 of 133)  |  
A161MGQSJ6TYBD  |  Kristin Biddle  |  Dallas, Georgia United States  |  Reviewer ranking: #2,877,248  |  53%  |  (10 of 19)  |  
A3N74RXBP7RAB  |  A. Y. Smittle  |  Winchester, VA United States  |  Reviewer ranking: #7,533,083  |  73%  |  (1,081 of 1,484)  |  
A1M1XT8CYFBDKR  |  Anthony  |  _  |  Reviewer ranking: #30,204,613  |  26%  |  (10 of 38)  |  
A1C9G3J9JS4LXJ  |  the wolf  |  _  |  Reviewer ranking: #20,589,902  |  50%  |  (1 of 2)  |  
A2LIODE51WZHZ0  |  Sean Mueller  |  USA  |  Reviewer ranking: #27,127,565  |  40%  |  (2 of 5)  |  
A2Z8SIZVKESSJC  |  Chapulina R  |  Tovarischi Imports, USA/RUS  |  Reviewer ranking: #2,555,569  |  87%  |  (4,256 of 4,869)  |  
A1UUXSA492O272  |  Mia Bauer  |  _  |  Reviewer ranking: #5,729,530  |  78%  |  (7 of 9)  |  
A1GSPQC3OUBOKD  |  Janet A. Welsh  |  _  |  Reviewer ranking: #14,593,535  |  100%  |  (1 of 1)  |  
A1VG2DK2Y6UQJJ  |  Judith Lefelar  |  _  |  Reviewer ranking: #28,303,375  |  92%  |  (12 of 13)  |  
AJYUBNNF4BGXD  |  dlmarshall  |  Indianapolis, IN USA  |  Reviewer ranking: #1,348,316  |  76%  |  (38 of 50)  |  
AHS1KD4CKB08D  |  Christopher D. Moore  |  Terre Haute, IN  |  Reviewer ranking: #683,066  |  74%  |  (26 of 35)  |  
A2OJRMSBWUPN4N  |  Get it right!  |  _  |  Reviewer ranking: #30,052,393  |  13%  |  (22 of 165)  |  
A1DTVDA0ZAWKZG  |  Mike Williams  |  _  |  Reviewer ranking: #17,876,717  |  42%  |  (5 of 12)  |  
AAP007PEXOSJ9  |  The Real McCoy  |  So-Cal  |  Reviewer ranking: #27,517,339  |  50%  |  (3 of 6)  |  
A3SKTEBC3B5CD6  |  Manifestor  |  _  |  Reviewer ranking: #23,118,672  |  80%  |  (4 of 5)  |  
